Timestamp,Close,Open,High,Low,Volume
2021-07-27,129.083,131.112,132.275,127.471,18840000.0
2021-07-26,131.094,127.709,140.323,126.979,19300000.0
2021-07-25,127.59,125.886,127.959,123.781,120650.0
2021-07-24,125.531,124.153,127.399,123.842,15640000.0
2021-07-23,124.237,120.718,124.621,117.067,15750000.0
2021-07-22,120.718,117.689,121.995,115.679,15730000.0
2021-07-21,117.615,107.252,119.16,105.158,15920000.0
2021-07-20,107.27,113.102,115.025,104.049,766190.0
2021-07-19,113.098,119.163,120.681,111.865,16460000.0
2021-07-18,119.172,119.87,124.019,116.409,15750000.0
2021-07-17,119.87,120.594,122.818,117.702,608600.0
2021-07-16,120.594,125.653,127.786,120.43,16880000.0
2021-07-15,125.642,131.059,133.078,122.066,17130000.0
2021-07-14,131.056,131.42,132.388,124.07,17680000.0
2021-07-13,131.41,133.391,134.592,129.54,17680000.0
2021-07-12,133.424,134.16,139.678,132.006,18630000.0
2021-07-11,134.16,133.99,136.417,132.089,162240.0
2021-07-10,133.982,134.543,136.702,130.512,17880000.0
2021-07-09,134.535,130.53,135.725,127.795,15990000.0
2021-07-08,130.53,137.403,137.698,127.904,13560000.0
2021-07-07,137.39,138.91,142.908,136.957,13820000.0
2021-07-06,138.913,137.7,142.669,135.704,13310000.0
2021-07-05,137.744,144.919,144.964,134.121,13110000.0
2021-07-04,144.901,140.008,148.058,138.954,13760000.0
2021-07-03,140.008,136.841,141.232,134.661,12010000.0
2021-07-02,136.84,137.164,138.9,130.661,12490000.0
2021-07-01,137.162,144.15,144.267,134.313,2240000.0
2021-06-30,144.15,143.66,146.836,136.255,11420000.0
2021-06-29,143.66,137.676,149.127,137.277,897750.0
2021-06-28,137.57,132.563,139.49,130.009,14530000.0
2021-06-27,132.482,126.821,132.619,124.713,14120000.0
2021-06-26,126.814,125.174,129.356,118.782,12970000.0
2021-06-25,125.213,134.549,138.384,124.375,14510000.0
2021-06-24,134.548,128.966,137.142,123.752,14140000.0
2021-06-23,128.968,119.661,133.6,115.589,13810000.0
2021-06-22,119.557,124.524,132.875,105.117,16180000.0
2021-06-21,124.743,154.862,155.416,124.068,15670000.0
2021-06-20,154.799,152.599,156.109,143.829,15350000.0
2021-06-19,152.566,156.013,160.697,152.465,15190000.0
2021-06-18,156.0,167.148,167.324,151.669,510790.0
2021-06-17,167.017,166.56,173.37,162.997,16680000.0
2021-06-16,166.559,175.11,177.193,164.615,18480000.0
2021-06-15,175.224,179.862,181.109,172.326,20000000.0
2021-06-14,179.893,170.893,179.991,166.415,19320000.0
2021-06-13,170.844,161.704,171.58,156.622,18040000.0
2021-06-12,161.633,162.849,164.204,154.248,18430000.0
2021-06-11,162.833,168.024,173.75,160.621,16760000.0
2021-06-10,168.024,172.466,174.272,162.261,23170000.0
2021-06-09,172.355,160.652,173.048,152.487,26910000.0
2021-06-08,160.628,161.954,164.331,145.856,2820000.0
2021-06-07,161.939,176.32,182.214,160.373,29150000.0
2021-06-06,176.29,172.991,179.832,172.357,29280000.0
2021-06-05,172.99,178.615,185.398,167.796,29030000.0
2021-06-04,178.609,192.95,193.741,169.494,28100000.0
2021-06-03,192.95,187.207,197.602,182.244,1080000.0
2021-06-02,187.225,182.935,191.266,178.426,30570000.0
2021-06-01,182.932,188.058,193.118,176.016,27630000.0
2021-05-31,188.169,170.466,188.357,163.671,27310000.0
2021-05-30,170.503,163.888,180.805,155.27,26060000.0
2021-05-29,163.501,177.328,188.459,157.841,26590000.0
2021-05-28,177.296,193.632,198.774,165.643,24240000.0
2021-05-27,193.255,198.901,208.583,180.561,29850000.0
2021-05-26,198.791,183.812,203.898,179.817,28170000.0
2021-05-25,183.805,184.12,194.322,167.72,28100000.0
2021-05-24,184.209,142.554,184.323,139.764,4190000.0
2021-05-23,142.545,169.429,176.245,118.471,35860000.0
2021-05-22,169.416,179.92,184.367,162.309,101970000.0
2021-05-21,180.075,211.77,218.596,156.734,169660000.0
2021-05-20,211.77,186.39,224.669,166.696,4270000.0
2021-05-19,186.896,294.224,300.24,145.878,189180000.0
2021-05-18,294.385,281.428,317.706,279.0,254450000.0
