Timestamp,Close,Open,High,Low,Volume
2021-07-27,1.239114,1.255189,1.269624,1.215022,519030000.0
2021-07-26,1.255189,1.228191,1.397445,1.222583,596830000.0
2021-07-25,1.228135,1.216,1.2361,1.191199,181710000.0
2021-07-24,1.215002,1.205285,1.223699,1.197844,221740000.0
2021-07-23,1.205386,1.185634,1.206692,1.147027,91890000.0
2021-07-22,1.185875,1.169694,1.205136,1.150267,298360000.0
2021-07-21,1.169694,1.054526,1.221121,1.037226,464720000.0
2021-07-20,1.054526,1.122328,1.134108,1.021146,412270000.0
2021-07-19,1.121185,1.182284,1.190869,1.116718,218340000.0
2021-07-18,1.182306,1.171333,1.218066,1.168231,185350000.0
2021-07-17,1.171255,1.171591,1.194296,1.150659,219880000.0
2021-07-16,1.171591,1.225337,1.243504,1.165989,252660000.0
2021-07-15,1.224996,1.263139,1.288609,1.206,235340000.0
2021-07-14,1.263111,1.26497,1.288739,1.199061,263350000.0
2021-07-13,1.264909,1.314717,1.320735,1.250703,206080000.0
2021-07-12,1.314717,1.347898,1.373071,1.292231,180080000.0
2021-07-11,1.347893,1.335252,1.366342,1.323151,128620000.0
2021-07-10,1.335667,1.349646,1.365446,1.318338,158190000.0
2021-07-09,1.349457,1.332361,1.372124,1.290265,256510000.0
2021-07-08,1.332361,1.403818,1.406031,1.329416,243360000.0
2021-07-07,1.403788,1.416312,1.440092,1.400184,214640000.0
2021-07-06,1.416315,1.404049,1.456571,1.39245,231110000.0
2021-07-05,1.404092,1.461305,1.461449,1.378376,295330000.0
2021-07-04,1.461623,1.420936,1.494345,1.420712,291730000.0
2021-07-03,1.420936,1.395478,1.440685,1.358768,337750000.0
2021-07-02,1.395476,1.333002,1.395578,1.286069,374910000.0
2021-07-01,1.333002,1.383798,1.384003,1.303681,356700000.0
2021-06-30,1.383782,1.371166,1.398391,1.286538,472700000.0
2021-06-29,1.371166,1.326043,1.419561,1.319506,466560000.0
2021-06-28,1.324686,1.336319,1.34909,1.304421,403520000.0
2021-06-27,1.335523,1.25166,1.347845,1.241291,429630000.0
2021-06-26,1.25166,1.254665,1.291016,1.19852,634250000.0
2021-06-25,1.254732,1.357038,1.395833,1.244899,943950000.0
2021-06-24,1.357038,1.25057,1.39731,1.202887,446000000.0
2021-06-23,1.250572,1.151981,1.306465,1.109989,963810000.0
2021-06-22,1.151981,1.175748,1.262511,1.001011,462250000.0
2021-06-21,1.175748,1.426887,1.426887,1.168048,841290000.0
2021-06-20,1.426877,1.385596,1.426877,1.306566,436500000.0
2021-06-19,1.385523,1.412691,1.440531,1.383759,323500000.0
2021-06-18,1.412945,1.480926,1.49257,1.375567,386360000.0
2021-06-17,1.481025,1.484275,1.538041,1.457983,311280000.0
2021-06-16,1.483329,1.556441,1.574656,1.474576,385430000.0
2021-06-15,1.556513,1.575679,1.610409,1.54482,382730000.0
2021-06-14,1.575848,1.558489,1.593421,1.508744,495190000.0
2021-06-13,1.558645,1.477265,1.579148,1.400833,594540000.0
2021-06-12,1.477178,1.436233,1.492281,1.357757,566560000.0
2021-06-11,1.436004,1.531531,1.545059,1.419333,442160000.0
2021-06-10,1.531499,1.62491,1.636207,1.508536,420710000.0
2021-06-09,1.624769,1.582144,1.632885,1.484039,615750000.0
2021-06-08,1.585148,1.56518,1.59462,1.402291,779940000.0
2021-06-07,1.564406,1.675336,1.740869,1.552949,65270000.0
2021-06-06,1.675504,1.658024,1.704962,1.646338,275210000.0
2021-06-05,1.658058,1.709081,1.781766,1.611474,473630000.0
2021-06-04,1.709007,1.844313,1.847545,1.611868,777490000.0
2021-06-03,1.844539,1.753119,1.888235,1.71706,550630000.0
2021-06-02,1.753108,1.735191,1.802463,1.719208,512660000.0
2021-06-01,1.735191,1.73986,1.777924,1.657037,688490000.0
2021-05-31,1.739981,1.575683,1.74896,1.528023,694830000.0
2021-05-30,1.575797,1.401528,1.68735,1.351712,954140000.0
2021-05-29,1.401423,1.512309,1.559352,1.335377,709800000.0
2021-05-28,1.512244,1.64515,1.675289,1.452514,1010000000.0
2021-05-27,1.64515,1.778123,1.783682,1.610013,699090000.0
2021-05-26,1.777995,1.551991,1.827989,1.551991,1090000000.0
2021-05-25,1.552066,1.547467,1.648428,1.43755,1050000000.0
2021-05-24,1.547325,1.315018,1.595696,1.266258,1360000000.0
2021-05-23,1.315168,1.462989,1.537088,1.05262,1890000000.0
2021-05-22,1.46311,1.547614,1.597507,1.368931,1110000000.0
2021-05-21,1.54761,1.80327,1.866117,1.324681,1510000000.0
2021-05-20,1.803268,1.47177,1.939424,1.332379,1820000000.0
2021-05-19,1.471705,2.005473,2.026881,1.023098,2940000000.0
2021-05-18,2.005655,2.031317,2.14624,1.972872,798420000.0
2021-05-17,2.031362,2.300307,2.325914,1.921478,1490000000.0
2021-05-16,2.300278,2.172146,2.46007,2.01674,1530000000.0
2021-05-15,2.171991,2.005761,2.372682,1.971187,1830000000.0
2021-05-14,2.005568,1.929135,2.039183,1.812333,935480000.0
2021-05-13,1.929455,1.567603,1.969697,1.50036,2050000000.0
2021-05-12,1.567691,1.763217,1.819243,1.549797,805110000.0
2021-05-11,1.763466,1.642677,1.777945,1.598038,736260000.0
2021-05-10,1.643057,1.771404,1.822552,1.525797,990410000.0
2021-05-09,1.7699,1.620722,1.829195,1.576467,882670000.0
2021-05-08,1.620694,1.653346,1.653346,1.562272,560140000.0
2021-05-07,1.653198,1.647695,1.74498,1.528678,1040000000.0
2021-05-06,1.647846,1.478105,1.699582,1.429214,1730000000.0
2021-05-05,1.477996,1.289998,1.493147,1.289998,783150000.0
2021-05-04,1.288982,1.279281,1.30743,1.275654,585180000.0
2021-05-03,1.36216,1.326653,1.379869,1.321542,390150000.0
2021-05-02,1.326586,1.351363,1.354633,1.295216,325320000.0
2021-05-01,1.351805,1.352141,1.367594,1.316824,317780000.0
2021-04-30,1.352103,1.306927,1.369855,1.287617,459620000.0
2021-04-29,1.306997,1.336898,1.4103,1.268125,817530000.0
2021-04-28,1.336893,1.307518,1.34845,1.235023,575490000.0
2021-04-27,1.307929,1.234764,1.332599,1.226349,579440000.0
2021-04-26,1.234457,1.090052,1.249866,1.082019,713340000.0
2021-04-25,1.089866,1.102718,1.145999,1.020446,505260000.0
2021-04-24,1.102116,1.156749,1.196083,1.095954,813890000.0
2021-04-23,1.156832,1.146238,1.166003,0.9438,1550000000.0
2021-04-22,1.14634,1.204413,1.278737,1.11813,812880000.0
2021-04-21,1.20451,1.267413,1.286353,1.198899,611420000.0
2021-04-20,1.267353,1.195932,1.281106,1.130005,794190000.0
2021-04-19,1.195854,1.276862,1.323119,1.172362,1020000000.0
2021-04-18,1.276922,1.370757,1.381278,1.079095,1430000000.0
2021-04-17,1.370865,1.41076,1.45677,1.358862,603760000.0
2021-04-16,1.410876,1.478676,1.518048,1.335989,901350000.0
2021-04-15,1.478656,1.451791,1.491909,1.412216,794860000.0
2021-04-14,1.451656,1.412445,1.556575,1.354682,1610000000.0
2021-04-13,1.412372,1.315437,1.436732,1.283105,208730000.0
2021-04-12,1.315495,1.263286,1.349398,1.263286,873740000.0
2021-04-11,1.263122,1.217913,1.289768,1.199939,667690000.0
2021-04-10,1.217928,1.202072,1.250884,1.19488,432910000.0
2021-04-09,1.201904,1.218713,1.228863,1.192572,277940000.0
2021-04-08,1.218895,1.172356,1.224185,1.170494,394520000.0
2021-04-07,1.174041,1.251906,1.289109,1.160138,742130000.0
2021-04-06,1.251885,1.211708,1.337037,1.191666,1110000000.0
2021-04-05,1.211655,1.182041,1.22513,1.162444,484020000.0
2021-04-04,1.181938,1.163331,1.192717,1.153394,370270000.0
2021-04-03,1.163307,1.190299,1.240621,1.160046,531510000.0
2021-04-02,1.190254,1.182849,1.243753,1.181292,431790000.0
