Timestamp,Close,Open,High,Low,Volume
2020-06-30,41.196,41.842,42.015,40.818,6600000.0
2020-06-29,41.837,41.396,42.243,40.647,7530000.0
2020-06-28,41.396,41.077,42.013,40.474,6890000.0
2020-06-27,41.078,43.068,43.102,39.323,7530000.0
2020-06-26,43.07,42.336,43.517,41.435,10300000.0
2020-06-25,42.341,42.625,42.982,41.795,7730000.0
2020-06-24,42.625,44.167,44.648,42.219,9240000.0
2020-06-23,44.171,44.292,44.486,43.907,4650000.0
2020-06-22,44.292,42.996,44.634,42.943,7060000.0
2020-06-21,42.996,43.588,43.822,42.889,5230000.0
2020-06-20,43.59,42.887,43.853,42.367,5930000.0
2020-06-19,42.887,43.444,43.676,42.74,4660000.0
2020-06-18,43.444,44.08,44.21,42.871,6380000.0
2020-06-17,44.083,43.868,44.705,43.085,8150000.0
2020-06-16,43.873,43.752,44.171,43.413,9320000.0
2020-06-15,43.752,44.047,44.073,41.858,11280000.0
2020-06-14,44.039,45.107,45.118,43.602,7300000.0
2020-06-13,45.104,44.742,45.183,44.304,7810000.0
2020-06-12,44.742,43.262,45.335,42.832,9900000.0
2020-06-11,43.252,46.657,46.927,42.161,12480000.0
2020-06-10,46.653,45.88,47.051,45.674,9300000.0
2020-06-09,45.873,46.405,46.785,45.401,8410000.0
2020-06-08,46.404,46.638,46.761,45.968,10020000.0
2020-06-07,46.638,46.795,46.981,45.191,10710000.0
2020-06-06,46.794,46.832,47.214,46.254,9610000.0
2020-06-05,46.833,47.437,47.952,46.619,11370000.0
2020-06-04,47.44,47.15,48.077,46.424,12180000.0
2020-06-03,47.149,46.016,47.493,45.331,12430000.0
2020-06-02,46.018,48.206,49.93,44.754,16380000.0
2020-06-01,48.201,45.611,48.579,45.375,10400000.0
2020-05-31,45.611,47.73,47.79,45.182,12400000.0
2020-05-30,47.746,44.502,48.011,44.208,13380000.0
2020-05-29,44.503,44.723,45.267,44.233,10430000.0
2020-05-28,44.723,43.847,44.868,43.177,10010000.0
2020-05-27,43.847,42.274,43.991,42.231,9380000.0
2020-05-26,42.263,42.981,43.058,41.842,8260000.0
2020-05-25,42.981,42.147,43.263,41.831,5980000.0
2020-05-24,42.152,43.874,44.533,42.152,9730000.0
2020-05-23,43.875,44.203,44.735,43.705,8000000.0
2020-05-22,44.21,42.931,44.643,42.391,10410000.0
2020-05-21,42.93,44.229,44.596,41.733,12040000.0
2020-05-20,44.22,45.714,46.131,43.362,11740000.0
2020-05-19,45.726,45.313,45.764,44.183,11880000.0
2020-05-18,45.313,43.67,46.503,43.655,16790000.0
2020-05-17,43.672,43.26,44.465,43.103,13480000.0
2020-05-16,43.264,42.737,43.863,42.512,12690000.0
2020-05-15,42.732,43.981,44.15,42.183,11700000.0
2020-05-14,43.982,43.179,44.356,42.344,12720000.0
2020-05-13,43.178,42.184,43.735,41.959,10540000.0
2020-05-12,42.184,41.542,42.793,41.334,12790000.0
2020-05-11,41.613,42.101,42.849,39.575,15360000.0
2020-05-10,42.115,47.019,47.019,39.993,18600000.0
2020-05-09,47.02,47.711,49.088,46.951,10080000.0
2020-05-08,47.725,47.364,48.398,46.39,10760000.0
2020-05-07,47.353,44.96,48.16,44.551,13600000.0
2020-05-06,44.963,46.549,47.526,44.822,10170000.0
2020-05-05,46.549,46.971,47.736,45.826,8210000.0
2020-05-04,46.971,48.049,48.159,45.236,13180000.0
2020-05-03,48.073,49.214,49.929,46.847,13380000.0
2020-05-02,49.212,47.089,49.529,46.774,11060000.0
2020-05-01,47.086,46.39,48.221,46.365,10800000.0
2020-04-30,46.4,48.805,50.8,45.859,14830000.0
2020-04-29,48.802,45.732,49.844,45.71,18110000.0
2020-04-28,45.734,44.46,46.02,43.434,13730000.0
2020-04-27,44.46,44.565,45.19,43.24,21970000.0
2020-04-26,44.566,44.376,45.37,43.861,23950000.0
2020-04-25,44.423,44.426,45.578,43.891,20910000.0
2020-04-24,44.463,42.97,44.92,42.841,19240000.0
2020-04-23,42.965,41.818,43.876,41.003,23770000.0
2020-04-22,41.819,40.59,42.263,40.285,16840000.0
2020-04-21,40.589,40.229,41.28,40.038,15120000.0
2020-04-20,40.214,42.246,43.203,39.638,21800000.0
2020-04-19,42.236,44.142,44.265,41.901,15510000.0
2020-04-18,44.137,42.19,44.4,42.059,9750000.0
2020-04-17,42.206,42.547,42.983,41.64,8900000.0
2020-04-16,42.547,39.336,43.549,38.012,12580000.0
2020-04-15,39.346,41.253,41.7,39.235,9190000.0
2020-04-14,41.253,41.199,41.826,40.528,9760000.0
2020-04-13,41.199,42.02,42.03,39.763,18780000.0
2020-04-12,42.021,42.531,43.559,41.857,12090000.0
2020-04-11,42.532,42.27,43.136,41.488,10710000.0
2020-04-10,42.27,46.275,46.449,40.957,16450000.0
2020-04-09,46.278,46.542,46.861,44.924,11470000.0
2020-04-08,46.542,44.882,47.25,44.348,11650000.0
2020-04-07,44.885,45.008,47.605,43.864,12250000.0
2020-04-06,45.011,40.342,45.014,40.307,18090000.0
2020-04-05,40.342,40.709,40.988,39.948,10590000.0
2020-04-04,40.709,40.476,41.073,40.009,12540000.0
2020-04-03,40.493,39.906,41.238,39.682,14520000.0
2020-04-02,39.895,39.215,42.712,38.443,23080000.0
2020-04-01,39.214,39.058,39.429,37.2,21160000.0
2020-03-31,39.078,38.924,39.562,38.414,20820000.0
2020-03-30,38.923,37.194,39.605,37.18,17050000.0
2020-03-29,37.185,38.848,39.101,37.117,7790000.0
2020-03-28,38.851,38.059,39.391,36.675,11480000.0
2020-03-27,38.056,40.412,41.131,38.003,9220000.0
2020-03-26,40.413,39.181,40.444,38.517,8580000.0
2020-03-25,39.181,40.575,40.946,38.209,9140000.0
2020-03-24,40.573,39.05,40.952,38.284,9970000.0
2020-03-23,39.051,35.429,39.77,34.839,12430000.0
2020-03-22,35.431,38.347,39.661,35.001,11160000.0
2020-03-21,38.347,38.046,39.751,36.468,11980000.0
2020-03-20,38.045,38.976,43.486,34.473,18670000.0
2020-03-19,38.974,34.709,40.566,34.033,16870000.0
2020-03-18,34.706,34.172,34.786,32.417,13480000.0
2020-03-17,34.184,33.134,35.779,32.536,14090000.0
2020-03-16,33.127,36.391,36.391,29.447,20030000.0
2020-03-15,36.392,34.435,38.528,34.071,12730000.0
2020-03-14,34.44,37.556,37.637,33.872,14030000.0
2020-03-13,37.552,29.852,39.837,24.353,40420000.0
2020-03-12,29.839,48.553,48.744,28.955,31690000.0
2020-03-11,48.55,50.203,50.716,45.646,10460000.0
2020-03-10,50.197,50.497,51.362,49.063,9850000.0
2020-03-09,50.507,50.974,52.204,46.751,16440000.0
2020-03-08,50.96,60.454,60.456,50.787,11830000.0
2020-03-07,60.454,63.203,63.813,60.089,7580000.0
2020-03-06,63.211,62.065,63.784,61.26,8760000.0
2020-03-05,62.057,60.346,63.188,60.346,9150000.0
2020-03-04,60.345,61.011,61.737,58.891,7770000.0
2020-03-03,61.011,61.416,62.34,59.564,9410000.0
2020-03-02,61.415,57.75,62.27,57.334,10710000.0
2020-03-01,57.768,58.078,60.217,56.293,9850000.0
2020-02-29,58.078,59.904,61.582,58.062,8870000.0
2020-02-28,59.904,61.672,63.302,56.953,13750000.0
2020-02-27,61.671,60.589,64.98,57.313,15070000.0
2020-02-26,60.589,71.056,72.12,57.913,18330000.0
2020-02-25,71.045,75.579,75.969,69.882,11890000.0
2020-02-24,75.579,79.673,79.678,71.906,13520000.0
2020-02-23,79.706,74.817,79.92,74.722,11930000.0
2020-02-22,74.818,73.288,76.642,72.422,11560000.0
2020-02-21,73.291,69.455,75.161,68.633,12130000.0
2020-02-20,69.455,70.782,72.339,66.495,12450000.0
2020-02-19,70.782,77.173,79.041,68.264,12100000.0
2020-02-18,77.173,73.357,78.911,70.217,10640000.0
2020-02-17,73.341,74.867,75.411,68.653,12140000.0
2020-02-16,74.866,76.744,80.681,67.961,15150000.0
2020-02-15,76.741,82.959,83.359,75.182,11580000.0
2020-02-14,82.965,80.597,83.619,78.772,8690000.0
2020-02-13,80.601,81.194,84.086,77.481,13610000.0
2020-02-12,81.19,76.524,82.741,76.507,10960000.0
2020-02-11,76.524,74.095,77.351,72.73,8050000.0
2020-02-10,74.1,77.023,77.426,72.362,9460000.0
2020-02-09,77.023,76.613,78.372,75.148,7520000.0
2020-02-08,76.613,74.338,77.76,71.638,9380000.0
2020-02-07,74.338,73.594,75.42,72.663,8350000.0
2020-02-06,73.594,72.566,75.007,70.97,9750000.0
2020-02-05,72.563,68.067,73.382,67.668,8840000.0
2020-02-04,68.063,69.705,70.452,68.063,7190000.0
2020-02-03,69.705,69.959,72.878,68.586,8880000.0
2020-02-02,69.953,70.751,73.344,67.924,10550000.0
2020-02-01,70.751,68.041,72.714,67.684,12070000.0
2020-01-31,68.044,67.967,69.762,65.535,12170000.0
2020-01-30,67.969,59.816,70.141,58.338,14450000.0
2020-01-29,59.817,60.554,62.387,59.491,7980000.0
2020-01-28,60.549,58.574,61.551,57.468,9030000.0
2020-01-27,58.574,56.255,59.546,55.963,7600000.0
2020-01-26,56.255,53.269,56.395,52.919,5430000.0
2020-01-25,53.272,54.39,54.397,52.405,5060000.0
2020-01-24,54.39,54.485,55.364,50.87,8020000.0
2020-01-23,54.484,58.311,58.363,52.736,7370000.0
2020-01-22,58.309,57.597,59.175,57.229,4250000.0
2020-01-21,57.597,57.2,58.084,56.066,4500000.0
2020-01-20,57.2,57.67,58.223,55.88,5470000.0
2020-01-19,57.681,59.285,62.314,55.804,8510000.0
2020-01-18,59.29,61.064,62.391,58.083,8300000.0
2020-01-17,61.064,57.63,63.189,56.786,10610000.0
2020-01-16,57.632,58.184,58.463,54.932,8170000.0
2020-01-15,58.18,58.535,58.535,55.378,11650000.0
2020-01-14,58.539,49.594,60.711,49.59,15700000.0
2020-01-13,49.591,51.386,51.493,48.968,6310000.0
2020-01-12,51.383,49.436,51.541,48.878,7540000.0
2020-01-11,49.438,49.05,51.859,47.964,9340000.0
2020-01-10,49.044,44.779,49.622,43.835,9450000.0
2020-01-09,44.784,45.375,45.788,43.978,6200000.0
2020-01-08,45.374,46.397,48.446,44.345,9590000.0
2020-01-07,46.4,45.778,46.654,44.631,9540000.0
2020-01-06,45.778,43.456,45.778,43.316,8130000.0
2020-01-05,43.458,42.855,43.458,42.727,7150000.0
2020-01-04,42.855,42.183,42.893,41.833,6350000.0
2020-01-03,42.178,39.558,42.321,38.972,7140000.0
2020-01-02,39.556,41.627,41.78,39.43,5600000.0
2020-01-01,41.627,41.288,42.136,41.142,5440000.0
2019-12-31,41.287,42.425,43.032,41.111,7300000.0
2019-12-30,42.425,43.154,44.18,41.871,8900000.0
2019-12-29,43.152,42.751,43.698,42.151,10140000.0
2019-12-28,42.751,41.037,43.774,40.968,9650000.0
2019-12-27,41.044,40.087,41.044,39.763,8090000.0
2019-12-26,40.088,40.102,41.688,39.629,7340000.0
2019-12-25,40.102,40.381,40.45,39.486,6830000.0
2019-12-24,40.381,40.688,41.134,39.826,7760000.0
2019-12-23,40.687,41.836,42.595,40.432,9370000.0
2019-12-22,41.834,39.678,42.118,39.607,8910000.0
2019-12-21,39.678,40.098,40.118,39.447,6020000.0
2019-12-20,40.097,39.639,40.381,39.303,6530000.0
2019-12-19,39.639,40.745,41.064,39.118,10250000.0
2019-12-18,40.778,36.987,41.45,35.944,17630000.0
2019-12-17,36.986,39.984,40.136,36.501,15750000.0
2019-12-16,39.984,43.472,43.598,39.306,11060000.0
2019-12-15,43.472,43.273,44.0,42.931,6720000.0
2019-12-14,43.273,44.44,44.674,43.236,6950000.0
2019-12-13,44.44,43.615,44.557,43.485,7670000.0
2019-12-12,43.615,44.144,44.324,42.982,8310000.0
2019-12-11,44.145,44.109,44.944,43.484,6130000.0
2019-12-10,44.11,44.49,44.601,43.693,8420000.0
2019-12-09,44.49,45.619,45.772,44.141,10940000.0
2019-12-08,45.614,45.237,46.161,44.933,9400000.0
2019-12-07,45.237,45.345,46.267,45.06,10120000.0
2019-12-06,45.346,44.799,45.513,44.181,10760000.0
2019-12-05,44.798,44.716,45.218,43.854,12490000.0
2019-12-04,44.725,45.158,46.771,44.177,13790000.0
2019-12-03,45.156,45.613,46.201,44.665,11240000.0
