Timestamp,Open,High,Low,Close,Volume
2012-01-03,129.3699951171875,131.92999267578125,128.57000732421875,92.03593444824219,390000.0
2012-01-04,130.60000610351562,132.47000122070312,130.1999969482422,92.3931884765625,190600.0
2012-01-05,137.02000427246094,140.9499969482422,136.50999450683594,97.80831146240234,833100.0
2012-01-06,137.6999969482422,138.3699951171875,137.02000427246094,96.19007110595703,251300.0
2012-01-09,138.4499969482422,140.0800018310547,138.05999755859375,98.03247833251953,220300.0
2012-01-10,139.35000610351562,140.4499969482422,139.14999389648438,97.7732925415039,244700.0
2012-01-11,139.57000732421875,140.11000061035156,139.1199951171875,98.07450866699219,99200.0
2012-01-12,139.41000366210938,139.9499969482422,138.67999267578125,97.68221282958984,102200.0
2012-01-13,139.47999572753906,140.32000732421875,139.0800018310547,98.14456176757812,152900.0
2012-01-17,143.30999755859375,144.5,142.7100067138672,100.75053405761719,301500.0
2012-01-18,144.74000549316406,147.99000549316406,144.6300048828125,103.53164672851562,336700.0
2012-01-19,147.19000244140625,147.38999938964844,145.02999877929688,102.41780090332031,295500.0
2012-01-20,146.19000244140625,146.44000244140625,144.10000610351562,101.98348236083984,152500.0
2012-01-23,146.52000427246094,148.0,145.6999969482422,103.29349517822266,136500.0
2012-01-24,146.14999389648438,147.0,145.8000030517578,102.29171752929688,92500.0
2012-01-25,146.27999877929688,148.9600067138672,145.8300018310547,104.28121185302734,149300.0
2012-01-26,149.8699951171875,149.8699951171875,147.3000030517578,103.29349517822266,137000.0
2012-01-27,147.19000244140625,147.7899932861328,146.36000061035156,103.02727508544922,111300.0
2012-01-30,144.14999389648438,145.47000122070312,143.22000122070312,101.52811431884766,234500.0
2012-01-31,146.4199981689453,146.94000244140625,144.22999572753906,101.92742919921875,249000.0
2012-02-01,148.72999572753906,149.58999633789062,147.25999450683594,103.83290100097656,198400.0
2012-02-02,149.38999938964844,149.89999389648438,148.32000732421875,104.30924224853516,182600.0
2012-02-03,149.5399932861328,149.89999389648438,147.8000030517578,104.70854187011719,223300.0
2012-02-06,148.0500030517578,149.0399932861328,147.99000549316406,104.40032958984375,119900.0
2012-02-07,150.1699981689453,150.49000549316406,149.30999755859375,105.079833984375,381300.0
2012-02-08,152.72999572753906,153.35000610351562,151.75999450683594,107.34257507324219,215900.0
2012-02-09,153.24000549316406,153.27000427246094,151.16000366210938,106.28477478027344,146800.0
2012-02-10,147.91000366210938,148.19000244140625,145.88999938964844,102.71906280517578,328200.0
2012-02-13,149.13999938964844,149.89999389648438,148.5399932861328,104.90469360351562,148600.0
2012-02-14,149.25999450683594,149.4199981689453,148.47000122070312,104.52644348144531,145100.0
2012-02-15,149.5800018310547,149.89999389648438,148.33999633789062,104.15512084960938,98500.0
2012-02-16,148.82000732421875,150.9600067138672,148.6999969482422,105.66130065917969,122300.0
2012-02-17,151.13999938964844,151.13999938964844,149.9600067138672,105.32501220703125,61200.0
2012-02-21,148.00999450683594,148.4499969482422,147.16000366210938,103.21642303466797,210400.0
2012-02-22,148.6999969482422,150.1699981689453,148.1699981689453,104.99578857421875,181500.0
2012-02-23,149.97999572753906,150.6300048828125,148.94000244140625,105.28998565673828,164900.0
2012-02-24,149.7899932861328,150.77999877929688,149.57000732421875,105.17092895507812,129200.0
2012-02-27,147.99000549316406,149.47000122070312,147.35000610351562,104.20416259765625,111200.0
2012-02-28,151.24000549316406,151.9600067138672,150.5,105.605224609375,171600.0
2012-02-29,151.08999633789062,151.82000732421875,149.92999267578125,105.24097442626953,135600.0
2012-03-01,150.97999572753906,152.38999938964844,150.92999267578125,106.49491119384766,166000.0
2012-03-02,151.30999755859375,151.91000366210938,149.14999389648438,105.12187194824219,256900.0
2012-03-05,148.16000366210938,148.1999969482422,145.1699981689453,102.58594512939453,201400.0
2012-03-06,142.8000030517578,143.0,140.50999450683594,98.87312316894531,265500.0
2012-03-07,143.8699951171875,144.38999938964844,143.02999877929688,100.89763641357422,289100.0
2012-03-08,146.4499969482422,147.33999633789062,145.72000122070312,103.08332061767578,141900.0
2012-03-09,148.60000610351562,148.69000244140625,147.39999389648438,103.43357849121094,160100.0
2012-03-12,147.92999267578125,148.25999450683594,146.86000061035156,103.68577575683594,150700.0
2012-03-13,149.77999877929688,152.99000549316406,149.74000549316406,107.08335876464844,208900.0
2012-03-14,150.24000549316406,150.3000030517578,147.0399932861328,103.5456771850586,198100.0
2012-03-15,148.1300048828125,148.8000030517578,146.9600067138672,103.78384399414062,117100.0
2012-03-16,147.5,148.0500030517578,146.36000061035156,103.56669616699219,143000.0
2012-03-19,147.02000427246094,147.91000366210938,146.74000549316406,102.92921447753906,234400.0
2012-03-20,143.99000549316406,144.0,142.67999267578125,100.44229888916016,187000.0
2012-03-21,143.7100067138672,144.42999267578125,142.8000030517578,100.80659484863281,106700.0
2012-03-22,141.50999450683594,141.6300048828125,140.22000122070312,98.50883483886719,131500.0
2012-03-23,141.9600067138672,142.6999969482422,140.6999969482422,99.73477172851562,126000.0
2012-03-26,143.8699951171875,144.2899932861328,143.05999755859375,100.87664794921875,247200.0
2012-03-27,144.6699981689453,144.9199981689453,143.42999267578125,100.59644317626953,94000.0
2012-03-28,141.10000610351562,141.14999389648438,137.8000030517578,97.29692077636719,286900.0
2012-03-29,136.9199981689453,138.25999450683594,135.8699951171875,96.49131774902344,226100.0
2012-03-30,141.0,141.17999267578125,139.9499969482422,98.44580841064453,180400.0
2012-04-02,139.89999389648438,142.57000732421875,139.38999938964844,99.25840759277344,151500.0
2012-04-03,142.77000427246094,142.9199981689453,141.3699951171875,99.7137680053711,119200.0
2012-04-04,140.25999450683594,140.9199981689453,139.52000427246094,98.43177032470703,108500.0
2012-04-05,140.64999389648438,141.52999877929688,140.0500030517578,98.7540283203125,75700.0
2012-04-09,138.8300018310547,140.2100067138672,138.05999755859375,97.9624252319336,92900.0
2012-04-10,139.89999389648438,139.89999389648438,136.77999877929688,96.15504455566406,162100.0
2012-04-11,138.80999755859375,138.9199981689453,138.19000244140625,97.06573486328125,132200.0
2012-04-12,139.8000030517578,142.5399932861328,139.47000122070312,99.66471862792969,177100.0
2012-04-13,141.6999969482422,141.7899932861328,140.17999267578125,98.59989929199219,126700.0
2012-04-16,142.2100067138672,142.67999267578125,140.33999633789062,98.90113830566406,149900.0
2012-04-17,142.4199981689453,143.7100067138672,141.7899932861328,100.30220031738281,141300.0
2012-04-18,144.6199951171875,146.14999389648438,144.22999572753906,101.47210693359375,140700.0
2012-04-19,146.0500030517578,147.33999633789062,145.22000122070312,102.45282745361328,149100.0
2012-04-20,146.92999267578125,147.22000122070312,146.11000061035156,102.40380859375,95800.0
2012-04-23,143.27999877929688,143.89999389648438,142.2899932861328,100.42830657958984,161000.0
2012-04-24,143.72000122070312,144.4499969482422,142.97000122070312,100.79960632324219,177900.0
2012-04-25,143.49000549316406,144.4199981689453,142.55999755859375,100.71553802490234,140900.0
2012-04-26,145.24000549316406,148.58999633789062,145.24000549316406,104.00801849365234,203400.0
2012-04-27,150.0,150.61000061035156,149.14999389648438,105.00276947021484,228400.0
2012-04-30,150.25999450683594,150.57000732421875,148.52000427246094,104.25321960449219,186000.0
2012-05-01,149.2899932861328,151.75,149.0,105.77336120605469,182000.0
2012-05-02,149.5399932861328,150.41000366210938,149.32000732421875,105.15690612792969,129000.0
2012-05-03,149.3000030517578,149.3699951171875,146.14999389648438,103.29349517822266,138700.0
2012-05-04,145.32000732421875,145.39999389648438,143.9499969482422,101.19186401367188,218200.0
2012-05-07,142.42999267578125,143.25,142.19000244140625,100.09902954101562,114000.0
2012-05-08,140.4600067138672,140.89999389648438,138.91000366210938,98.26366424560547,192600.0
2012-05-09,137.25,137.60000610351562,135.75999450683594,95.47554779052734,557300.0
2012-05-10,135.64999389648438,136.9600067138672,135.58999633789062,95.20933532714844,202900.0
2012-05-11,134.30999755859375,136.4600067138672,133.8000030517578,94.48778533935547,186000.0
2012-05-14,132.0,132.22000122070312,130.74000549316406,91.89582061767578,188200.0
2012-05-15,134.0,134.5800018310547,132.99000549316406,93.41597747802734,227000.0
2012-05-16,131.7899932861328,133.0,130.7100067138672,91.56658172607422,161900.0
2012-05-17,130.00999450683594,130.80999755859375,128.02999877929688,89.75920867919922,175000.0
2012-05-18,129.8000030517578,130.35000610351562,127.91999816894531,90.13749694824219,162600.0
2012-05-21,129.8000030517578,132.47000122070312,129.7100067138672,92.70142364501953,195300.0
2012-05-22,131.77000427246094,132.3300018310547,130.11000061035156,91.55256652832031,157000.0
2012-05-23,129.6699981689453,130.49000549316406,128.22000122070312,91.27936553955078,76000.0
2012-05-24,130.39999389648438,130.72999572753906,128.61000061035156,90.49475860595703,175900.0
2012-05-25,127.0999984741211,128.1300048828125,126.75,90.80004119873047,139000.0
2012-05-29,129.49000549316406,130.4499969482422,128.6999969482422,92.66609954833984,131200.0
2012-05-30,126.22000122070312,126.63999938964844,125.58000183105469,89.8348388671875,101000.0
2012-05-31,126.38999938964844,126.66000366210938,124.56999969482422,90.1351318359375,133300.0
2012-06-01,124.0,125.48999786376953,123.98999786376953,89.56317138671875,226900.0
2012-06-04,125.8499984741211,126.45999908447266,124.79000091552734,89.9849853515625,189600.0
2012-06-05,124.47000122070312,125.80999755859375,123.83999633789062,89.40586853027344,181900.0
2012-06-06,126.94000244140625,129.17999267578125,126.94000244140625,92.2943115234375,100100.0
2012-06-07,132.3000030517578,132.91000366210938,129.91000366210938,93.11652374267578,216300.0
2012-06-08,130.16000366210938,130.5,128.9600067138672,92.60174560546875,93600.0
2012-06-11,132.39999389648438,132.7100067138672,130.80999755859375,93.61699676513672,203600.0
2012-06-12,132.55999755859375,133.7100067138672,131.72999572753906,95.4830322265625,157800.0
2012-06-13,132.75999450683594,133.83999633789062,131.6699981689453,94.36054229736328,128600.0
2012-06-14,132.08999633789062,133.57000732421875,131.42999267578125,94.99686431884766,155600.0
2012-06-15,134.47999572753906,135.77999877929688,133.5,96.79856872558594,282400.0
